setID	setName	setSource
32	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	REACTOME
33	Activation of Kainate Receptors upon glutamate binding	REACTOME
34	Activation of Matrix Metalloproteinases	REACTOME
35	Activation of NF-kappaB in B cells	REACTOME
37	Activation of NMDA receptor upon glutamate binding and postsynaptic events	REACTOME
36	Activation of Nicotinic Acetylcholine Receptors	REACTOME
38	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	REACTOME
39	Activation of PUMA and translocation to mitochondria	REACTOME
40	Activation of Rac	REACTOME
41	Activation of SMO	REACTOME
21	Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME
30	Activation of gene expression by SREBF (SREBP)	REACTOME
42	Activation of the AP-1 family of transcription factors	REACTOME
46	Activation of the TFAP2 (AP-2) family of transcription factors	REACTOME
43	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	REACTOME
44	Activation of the phototransduction cascade	REACTOME
45	Activation of the pre-replicative complex	REACTOME
48	Acyl chain remodelling of PC	REACTOME
49	Acyl chain remodelling of PE	REACTOME
50	Acyl chain remodelling of PG	REACTOME
51	Acyl chain remodelling of PI	REACTOME
52	Acyl chain remodelling of PS	REACTOME
54	Adaptive Immune System	REACTOME
58	Adenylate cyclase activating pathway	REACTOME
59	Adenylate cyclase inhibitory pathway	REACTOME
61	Adherens junctions interactions	REACTOME
65	Adrenaline,noradrenaline inhibits insulin secretion	REACTOME
67	Advanced glycosylation endproduct receptor signaling	REACTOME
68	Aflatoxin activation and detoxification	REACTOME
86	Amine ligand-binding receptors	REACTOME
87	Amine-derived hormones	REACTOME
88	Amino acid synthesis and interconversion (transamination)	REACTOME
89	Amino acid transport across the plasma membrane	REACTOME
95	Amyloid fiber formation	REACTOME
97	Anchoring of the basal body to the plasma membrane	REACTOME
98	Androgen biosynthesis	REACTOME
102	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	REACTOME
101	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	REACTOME
104	Antigen processing-Cross presentation	REACTOME
105	Antigen processing: Ubiquitination & Proteasome degradation	REACTOME
106	Antimicrobial peptides	REACTOME
107	Antiviral mechanism by IFN-stimulated genes	REACTOME
119	Apoptosis (REACTOME)	REACTOME
120	Apoptosis induced DNA fragmentation	REACTOME
121	Apoptotic cleavage of cell adhesion proteins	REACTOME
122	Apoptotic cleavage of cellular proteins	REACTOME
123	Apoptotic execution phase	REACTOME
124	Aquaporin-mediated transport	REACTOME
126	Arachidonic acid metabolism (REACTOME)	REACTOME
136	Asparagine N-linked glycosylation	REACTOME
138	Assembly Of The HIV Virion	REACTOME
137	Assembly of collagen fibrils and other multimeric structures	REACTOME
139	Assembly of the pre-replicative complex	REACTOME
141	Association of TriC/CCT with target proteins during biosynthesis	REACTOME
140	Association of licensing factors with the pre-replicative complex	REACTOME
143	Asymmetric localization of PCP proteins	REACTOME
148	Attenuation phase	REACTOME
154	Autodegradation of Cdh1 by Cdh1:APC/C	REACTOME
155	Autodegradation of the E3 ubiquitin ligase COP1	REACTOME
162	Axon guidance (REACTOME)	REACTOME
164	B-WICH complex positively regulates rRNA expression	REACTOME
173	BBSome-mediated cargo-targeting to cilium	REACTOME
193	BMAL1:CLOCK,NPAS2 activates circadian gene expression	REACTOME
170	Base Excision Repair	REACTOME
171	Base-Excision Repair, AP Site Formation	REACTOME
172	Basigin interactions	REACTOME
175	Beta defensins	REACTOME
177	Beta-catenin independent WNT signaling	REACTOME
178	Beta-catenin phosphorylation cascade	REACTOME
180	Beta-oxidation of pristanoyl-CoA	REACTOME
181	Bicarbonate transporters	REACTOME
182	Bile acid and bile salt metabolism	REACTOME
186	Binding and Uptake of Ligands by Scavenger Receptors	REACTOME
187	Biological oxidations	REACTOME
189	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	REACTOME
191	Biotin transport and metabolism	REACTOME
195	Branched-chain amino acid catabolism	REACTOME
197	Budding and maturation of HIV virion	REACTOME
199	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	REACTOME
200	Butyrophilin (BTN) family interactions	REACTOME
203	C-type lectin receptors (CLRs)	REACTOME
225	CASP8 activity is inhibited	REACTOME
229	CD209 (DC-SIGN) signaling	REACTOME
230	CD28 co-stimulation	REACTOME
231	CD28 dependent PI3K/Akt signaling	REACTOME
232	CD28 dependent Vav1 pathway	REACTOME
236	CDC6 association with the ORC:origin complex	REACTOME
237	CDK-mediated phosphorylation and removal of Cdc6	REACTOME
238	CDO in myogenesis	REACTOME
240	CDT1 association with the CDC6:ORC:origin complex	REACTOME
302	CLEC7A (Dectin-1) induces NFAT activation	REACTOME
303	CLEC7A (Dectin-1) signaling	REACTOME
328	COPI-dependent Golgi-to-ER retrograde traffic	REACTOME
329	COPI-independent Golgi-to-ER retrograde traffic	REACTOME
330	COPI-mediated anterograde transport	REACTOME
331	COPII (Coat Protein 2) Mediated Vesicle Transport	REACTOME
336	CREB phosphorylation through the activation of CaMKII	REACTOME
337	CREB phosphorylation through the activation of Ras	REACTOME
338	CRMPs in Sema3A signaling	REACTOME
340	CS/DS degradation	REACTOME
341	CTLA4 inhibitory signaling	REACTOME
348	CYP2E1 reactions	REACTOME
205	Ca-dependent events	REACTOME
206	Ca2+ pathway	REACTOME
213	CaM pathway	REACTOME
208	Calcitonin-like ligand receptors	REACTOME
211	Calmodulin induced events	REACTOME
212	Calnexin/calreticulin cycle	REACTOME
217	Cap-dependent Translation Initiation	REACTOME
220	Cardiac conduction	REACTOME
222	Cargo concentration in the ER	REACTOME
223	Cargo recognition for clathrin-mediated endocytosis	REACTOME
224	Cargo trafficking to the periciliary membrane	REACTOME
226	Caspase activation via extrinsic apoptotic signalling pathway	REACTOME
228	Caspase-mediated cleavage of cytoskeletal proteins	REACTOME
234	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	REACTOME
243	Cell Cycle	REACTOME
244	Cell Cycle Checkpoints	REACTOME
245	Cell Cycle, Mitotic	REACTOME
246	Cell death signalling via NRAGE, NRIF and NADE	REACTOME
247	Cell junction organization	REACTOME
248	Cell surface interactions at the vascular wall	REACTOME
249	Cell-Cell communication	REACTOME
250	Cell-cell junction organization	REACTOME
251	Cell-extracellular matrix interactions	REACTOME
256	Cellular Senescence	REACTOME
252	Cellular response to heat stress	REACTOME
253	Cellular response to hypoxia	REACTOME
254	Cellular responses to stress	REACTOME
258	Centrosome maturation	REACTOME
264	Chaperonin-mediated protein folding	REACTOME
266	Chemokine receptors bind chemokines	REACTOME
269	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	REACTOME
270	Cholesterol biosynthesis	REACTOME
277	Chondroitin sulfate biosynthesis	REACTOME
278	Chondroitin sulfate/dermatan sulfate metabolism	REACTOME
279	Chromatin modifying enzymes	REACTOME
280	Chromatin organization	REACTOME
281	Chromosome Maintenance	REACTOME
283	Chylomicron-mediated lipid transport	REACTOME
284	Cilium Assembly	REACTOME
285	Circadian Clock	REACTOME
292	Citric acid cycle (TCA cycle)	REACTOME
293	Class A/1 (Rhodopsin-like receptors)	REACTOME
294	Class B/2 (Secretin family receptors)	REACTOME
295	Class C/3 (Metabotropic glutamate/pheromone receptors)	REACTOME
296	Class I MHC mediated antigen processing & presentation	REACTOME
299	Clathrin derived vesicle budding	REACTOME
300	Clathrin-mediated endocytosis	REACTOME
301	Cleavage of Growing Transcript in the Termination Region	REACTOME
304	Cobalamin (Cbl, vitamin B12) transport and metabolism	REACTOME
306	Collagen biosynthesis and modifying enzymes	REACTOME
307	Collagen chain trimerization	REACTOME
308	Collagen degradation	REACTOME
309	Collagen formation	REACTOME
312	Common Pathway of Fibrin Clot Formation	REACTOME
314	Complement cascade	REACTOME
315	Complex I biogenesis	REACTOME
316	Condensation of Prometaphase Chromosomes	REACTOME
317	Condensation of Prophase Chromosomes	REACTOME
319	Constitutive Signaling by AKT1 E17K in Cancer	REACTOME
318	Constitutive Signaling by Aberrant PI3K in Cancer	REACTOME
320	Constitutive Signaling by EGFRvIII	REACTOME
321	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	REACTOME
322	Constitutive Signaling by NOTCH1 HD Domain Mutants	REACTOME
323	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	REACTOME
324	Constitutive Signaling by NOTCH1 PEST Domain Mutants	REACTOME
325	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	REACTOME
326	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	REACTOME
327	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding	REACTOME
333	Costimulation by the CD28 family	REACTOME
334	Creatine metabolism	REACTOME
335	Creation of C4 and C2 activators	REACTOME
339	Cross-presentation of soluble exogenous antigens (endosomes)	REACTOME
345	Cyclin A/B1 associated events during G2/M transition	REACTOME
344	Cyclin A:Cdk2-associated events at S phase entry	REACTOME
346	Cyclin D associated events in G1	REACTOME
347	Cyclin E associated events during G1/S transition	REACTOME
350	Cytochrome P450 - arranged by substrate type	REACTOME
351	Cytokine Signaling in Immune system	REACTOME
354	Cytosolic iron-sulfur cluster assembly	REACTOME
355	Cytosolic sensors of pathogen-associated DNA	REACTOME
356	Cytosolic sulfonation of small molecules	REACTOME
357	Cytosolic tRNA aminoacylation	REACTOME
362	DAG and IP3 signaling	REACTOME
363	DAP12 interactions	REACTOME
364	DAP12 signaling	REACTOME
365	DARPP-32 events	REACTOME
366	DCC mediated attractive signaling	REACTOME
402	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	REACTOME
418	DNA Damage Bypass	REACTOME
419	DNA Damage Recognition in GG-NER	REACTOME
420	DNA Damage/Telomere Stress Induced Senescence	REACTOME
421	DNA Double Strand Break Response	REACTOME
422	DNA Double-Strand Break Repair	REACTOME
424	DNA Repair	REACTOME
426	DNA Replication	REACTOME
427	DNA Replication Pre-Initiation	REACTOME
423	DNA methylation	REACTOME
428	DNA strand elongation	REACTOME
446	DSCAM interactions	REACTOME
367	Deactivation of the beta-catenin transactivating complex	REACTOME
368	Deadenylation of mRNA	REACTOME
369	Deadenylation-dependent mRNA decay	REACTOME
370	Death Receptor Signalling	REACTOME
371	Dectin-1 mediated noncanonical NF-kB signaling	REACTOME
372	Dectin-2 family	REACTOME
373	Defective B3GALT6 causes EDSP2 and SEMDJL1	REACTOME
374	Defective B3GALTL causes Peters-plus syndrome (PpS)	REACTOME
375	Defective B3GAT3 causes JDSSDHD	REACTOME
376	Defective B4GALT7 causes EDS, progeroid type	REACTOME
377	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	REACTOME
378	Defective CFTR causes cystic fibrosis	REACTOME
379	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	REACTOME
380	Defective EXT2 causes exostoses 2	REACTOME
381	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	REACTOME
382	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	REACTOME
383	Defects in cobalamin (B12) metabolism	REACTOME
384	Defects in vitamin and cofactor metabolism	REACTOME
385	Defensins	REACTOME
386	Degradation of AXIN	REACTOME
388	Degradation of DVL	REACTOME
389	Degradation of GLI1 by the proteasome	REACTOME
390	Degradation of GLI2 by the proteasome	REACTOME
387	Degradation of beta-catenin by the destruction complex	REACTOME
391	Degradation of the extracellular matrix	REACTOME
393	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	REACTOME
394	Depolymerisation of the Nuclear Lamina	REACTOME
395	Deposition of new CENPA-containing nucleosomes at the centromere	REACTOME
396	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	REACTOME
398	Dermatan sulfate biosynthesis	REACTOME
399	Detoxification of Reactive Oxygen Species	REACTOME
400	Deubiquitination	REACTOME
401	Developmental Biology	REACTOME
403	Digestion of dietary lipid	REACTOME
405	Dimerization of procaspase-8	REACTOME
407	Disassembly of the destruction complex and recruitment of AXIN to the membrane	REACTOME
408	Disease	REACTOME
410	Diseases associated with O-glycosylation of proteins	REACTOME
409	Diseases associated with glycosaminoglycan metabolism	REACTOME
411	Diseases associated with the TLR signaling cascade	REACTOME
413	Diseases of Immune System	REACTOME
412	Diseases of glycosylation	REACTOME
414	Diseases of metabolism	REACTOME
415	Diseases of signal transduction	REACTOME
416	Disorders of transmembrane transporters	REACTOME
417	Dissolution of Fibrin Clot	REACTOME
429	Dopamine Neurotransmitter Release Cycle	REACTOME
432	Downregulation of ERBB2 signaling	REACTOME
433	Downregulation of ERBB2:ERBB3 signaling	REACTOME
434	Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME
435	Downregulation of TGF-beta receptor signaling	REACTOME
443	Downstream TCR signaling	REACTOME
436	Downstream signal transduction	REACTOME
437	Downstream signaling events of B Cell Receptor (BCR)	REACTOME
439	Downstream signaling of activated FGFR1	REACTOME
440	Downstream signaling of activated FGFR2	REACTOME
441	Downstream signaling of activated FGFR3	REACTOME
442	Downstream signaling of activated FGFR4	REACTOME
447	Dual Incision in GG-NER	REACTOME
448	Dual incision in TC-NER	REACTOME
451	E2F mediated regulation of DNA replication	REACTOME
453	E2F-enabled inhibition of pre-replication complex formation	REACTOME
454	E3 ubiquitin ligases ubiquitinate target proteins	REACTOME
457	ECM proteoglycans	REACTOME
461	EGFR downregulation	REACTOME
462	EGFR interacts with phospholipase C-gamma	REACTOME
481	EPH-Ephrin signaling	REACTOME
480	EPH-ephrin mediated repulsion of cells	REACTOME
483	EPHA-mediated growth cone collapse	REACTOME
486	EPHB-mediated forward signaling	REACTOME
494	ER Quality Control Compartment (ERQC)	REACTOME
495	ER to Golgi Anterograde Transport	REACTOME
496	ER-Phagosome pathway	REACTOME
500	ERBB2 Activates PTK6 Signaling	REACTOME
501	ERBB2 Regulates Cell Motility	REACTOME
504	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	REACTOME
505	ERK/MAPK targets	REACTOME
506	ERKs are inactivated	REACTOME
455	Early Phase of HIV Life Cycle	REACTOME
459	Effects of PIP2 hydrolysis	REACTOME
464	Eicosanoid ligand-binding receptors	REACTOME
465	Eicosanoids	REACTOME
466	Elastic fibre formation	REACTOME
467	Elevation of cytosolic Ca2+ levels	REACTOME
471	Endogenous sterols	REACTOME
473	Endosomal Sorting Complex Required For Transport (ESCRT)	REACTOME
474	Endosomal/Vacuolar pathway	REACTOME
476	Energy dependent regulation of mTOR by LKB1-AMPK	REACTOME
488	Ephrin signaling	REACTOME
489	Epigenetic regulation of gene expression	REACTOME
507	Erythrocytes take up carbon dioxide and release oxygen	REACTOME
509	Ethanol oxidation	REACTOME
511	Eukaryotic Translation Elongation	REACTOME
512	Eukaryotic Translation Initiation	REACTOME
513	Eukaryotic Translation Termination	REACTOME
514	Export of Viral Ribonucleoproteins from Nucleus	REACTOME
515	Extension of Telomeres	REACTOME
516	Extracellular matrix organization	REACTOME
532	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	REACTOME
537	FCERI mediated Ca+2 mobilization	REACTOME
538	FCERI mediated MAPK activation	REACTOME
539	FCERI mediated NF-kB activation	REACTOME
541	FCGR activation	REACTOME
545	FGFR1 ligand binding and activation	REACTOME
546	FGFR1 mutant receptor activation	REACTOME
547	FGFR1c ligand binding and activation	REACTOME
548	FGFR2 alternative splicing	REACTOME
549	FGFR2 ligand binding and activation	REACTOME
550	FGFR2 mutant receptor activation	REACTOME
551	FGFR2b ligand binding and activation	REACTOME
552	FGFR2c ligand binding and activation	REACTOME
553	FGFR3 ligand binding and activation	REACTOME
554	FGFR3 mutant receptor activation	REACTOME
555	FGFR3c ligand binding and activation	REACTOME
556	FGFR4 ligand binding and activation	REACTOME
557	FGFRL1 modulation of FGFR1 signaling	REACTOME
581	FRS-mediated FGFR1 signaling	REACTOME
582	FRS-mediated FGFR2 signaling	REACTOME
583	FRS-mediated FGFR3 signaling	REACTOME
584	FRS-mediated FGFR4 signaling	REACTOME
517	Facilitative Na+-independent glucose transporters	REACTOME
518	Factors involved in megakaryocyte development and platelet production	REACTOME
520	Fanconi Anemia Pathway	REACTOME
531	Fatty Acyl-CoA Biosynthesis	REACTOME
529	Fatty acid, triacylglycerol, and ketone body metabolism	REACTOME
530	Fatty acids	REACTOME
533	Fc epsilon receptor (FCERI) signaling	REACTOME
540	Fcgamma receptor (FCGR) dependent phagocytosis	REACTOME
543	Fertilization	REACTOME
561	Folding of actin by CCT/TriC	REACTOME
563	Formation of Fibrin Clot (Clotting Cascade)	REACTOME
564	Formation of HIV elongation complex in the absence of HIV Tat	REACTOME
565	Formation of HIV-1 elongation complex containing HIV-1 Tat	REACTOME
566	Formation of Incision Complex in GG-NER	REACTOME
567	Formation of RNA Pol II elongation complex	REACTOME
568	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	REACTOME
569	Formation of TC-NER Pre-Incision Complex	REACTOME
562	Formation of a pool of free 40S subunits	REACTOME
572	Formation of the Early Elongation Complex	REACTOME
573	Formation of the HIV-1 Early Elongation Complex	REACTOME
570	Formation of the beta-catenin:TCF transactivating complex	REACTOME
571	Formation of the cornified envelope	REACTOME
574	Formation of the ternary complex, and subsequently, the 43S complex	REACTOME
575	Formation of tubulin folding intermediates by CCT/TriC	REACTOME
585	Frs2-mediated activation	REACTOME
587	G alpha (12/13) signalling events	REACTOME
588	G alpha (i) signalling events	REACTOME
589	G alpha (q) signalling events	REACTOME
590	G alpha (s) signalling events	REACTOME
591	G alpha (z) signalling events	REACTOME
592	G beta:gamma signalling through PI3Kgamma	REACTOME
593	G beta:gamma signalling through PLC beta	REACTOME
594	G protein gated Potassium channels	REACTOME
595	G-protein activation	REACTOME
596	G-protein beta:gamma signalling	REACTOME
597	G-protein mediated events	REACTOME
598	G0 and Early G1	REACTOME
599	G1 Phase	REACTOME
600	G1/S DNA Damage Checkpoints	REACTOME
601	G1/S Transition	REACTOME
602	G1/S-Specific Transcription	REACTOME
603	G2/M Checkpoints	REACTOME
604	G2/M DNA damage checkpoint	REACTOME
605	G2/M Transition	REACTOME
606	GAB1 signalosome	REACTOME
607	GABA A receptor activation	REACTOME
608	GABA B receptor activation	REACTOME
609	GABA receptor activation	REACTOME
610	GABA synthesis, release, reuptake and degradation	REACTOME
629	GLI3 is processed to GLI3R by the proteasome	REACTOME
681	GPCR downstream signaling	REACTOME
682	GPCR ligand binding	REACTOME
683	GPVI-mediated activation cascade	REACTOME
685	GRB2 events in EGFR signaling	REACTOME
686	GRB2 events in ERBB2 signaling	REACTOME
687	GRB2:SOS provides linkage to MAPK signaling for Integrins	REACTOME
689	GTP hydrolysis and joining of the 60S ribosomal subunit	REACTOME
613	Gamma carboxylation, hypusine formation and arylsulfatase activation	REACTOME
614	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	REACTOME
617	Gap junction assembly	REACTOME
618	Gap junction degradation	REACTOME
619	Gap junction trafficking	REACTOME
620	Gap junction trafficking and regulation	REACTOME
621	Gap-filling DNA repair synthesis and ligation in GG-NER	REACTOME
622	Gap-filling DNA repair synthesis and ligation in TC-NER	REACTOME
624	Gastrin-CREB signalling pathway via PKC and MAPK	REACTOME
625	Gene Expression	REACTOME
626	Gene Silencing by RNA	REACTOME
627	Generation of second messenger molecules	REACTOME
628	Generic Transcription Pathway	REACTOME
631	Global Genome Nucleotide Excision Repair (GG-NER)	REACTOME
632	Glucagon signaling in metabolic regulation	REACTOME
634	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	REACTOME
635	Glucagon-type ligand receptors	REACTOME
638	Gluconeogenesis	REACTOME
640	Glucose metabolism	REACTOME
641	Glucose transport	REACTOME
643	Glucuronidation	REACTOME
644	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	REACTOME
645	Glutamate Neurotransmitter Release Cycle	REACTOME
647	Glutathione conjugation	REACTOME
649	Glutathione synthesis and recycling	REACTOME
652	Glycerophospholipid biosynthesis	REACTOME
655	Glycogen breakdown (glycogenolysis)	REACTOME
656	Glycogen synthesis	REACTOME
658	Glycolysis	REACTOME
662	Glycoprotein hormones	REACTOME
668	Glycosaminoglycan metabolism	REACTOME
672	Glycosphingolipid metabolism	REACTOME
675	Glyoxylate metabolism and glycine degradation	REACTOME
678	Golgi Associated Vesicle Biogenesis	REACTOME
679	Golgi Cisternae Pericentriolar Stack Reorganization	REACTOME
680	Golgi-to-ER retrograde transport	REACTOME
688	Growth hormone receptor signaling	REACTOME
694	HATs acetylate histones	REACTOME
695	HDACs deacetylate histones	REACTOME
696	HDL-mediated lipid transport	REACTOME
697	HDMs demethylate histones	REACTOME
698	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	REACTOME
699	HDR through Homologous Recombination (HRR)	REACTOME
700	HDR through MMEJ (alt-NHEJ)	REACTOME
701	HDR through Single Strand Annealing (SSA)	REACTOME
733	HIV Infection	REACTOME
734	HIV Life Cycle	REACTOME
735	HIV Transcription Elongation	REACTOME
736	HIV Transcription Initiation	REACTOME
732	HIV elongation arrest and recovery	REACTOME
745	HS-GAG biosynthesis	REACTOME
746	HS-GAG degradation	REACTOME
747	HSF1 activation	REACTOME
748	HSF1-dependent transactivation	REACTOME
702	Hedgehog 'off' state	REACTOME
703	Hedgehog 'on' state	REACTOME
704	Hedgehog ligand biogenesis	REACTOME
708	Heme biosynthesis	REACTOME
709	Hemostasis	REACTOME
712	Heparan sulfate/heparin (HS-GAG) metabolism	REACTOME
721	Hexose transport	REACTOME
722	Hh mutants abrogate ligand secretion	REACTOME
723	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	REACTOME
727	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	REACTOME
731	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	REACTOME
738	Homologous DNA Pairing and Strand Exchange	REACTOME
740	Homology Directed Repair	REACTOME
741	Hormone ligand-binding receptors	REACTOME
742	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	REACTOME
743	Host Interactions of HIV factors	REACTOME
744	Host Interactions with Influenza Factors	REACTOME
758	Hyaluronan metabolism	REACTOME
759	Hyaluronan uptake and degradation	REACTOME
764	IGF1R signaling cascade	REACTOME
765	IKK complex recruitment mediated by RIP1	REACTOME
767	IL-6-type cytokine receptor ligand interactions	REACTOME
845	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	REACTOME
846	IRAK4 deficiency (TLR2/4)	REACTOME
847	IRE1alpha activates chaperones	REACTOME
848	IRF3-mediated induction of type I IFN	REACTOME
850	IRS-mediated signalling	REACTOME
851	IRS-related events triggered by IGF1R	REACTOME
852	ISG15 antiviral mechanism	REACTOME
778	Immune System	REACTOME
779	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACTOME
780	Import of palmitoyl-CoA into the mitochondrial matrix	REACTOME
781	Inactivation of APC/C via direct inhibition of the APC/C complex	REACTOME
782	Inactivation, recovery and regulation of the phototransduction cascade	REACTOME
783	Incretin synthesis, secretion, and inactivation	REACTOME
784	Infectious disease	REACTOME
785	Inflammasomes	REACTOME
789	Influenza Infection	REACTOME
790	Influenza Life Cycle	REACTOME
791	Influenza Viral RNA Transcription and Replication	REACTOME
793	Inhibition of adenylate cyclase pathway	REACTOME
794	Inhibition of replication initiation of damaged DNA by RB1/E2F1	REACTOME
795	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	REACTOME
796	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits	REACTOME
797	Initial triggering of complement	REACTOME
798	Initiation of Nuclear Envelope Reformation	REACTOME
799	InlB-mediated entry of Listeria monocytogenes into host cell	REACTOME
800	Innate Immune System	REACTOME
802	Inositol phosphate metabolism (REACTOME)	REACTOME
805	Insulin processing	REACTOME
806	Insulin receptor recycling	REACTOME
807	Insulin receptor signalling cascade	REACTOME
812	Integration of energy metabolism	REACTOME
813	Integrin alphaIIb beta3 signaling	REACTOME
814	Integrin cell surface interactions	REACTOME
817	Interaction With The Zona Pellucida	REACTOME
816	Interaction between L1 and Ankyrins	REACTOME
819	Interactions of Rev with host cellular proteins	REACTOME
820	Interactions of Vpr with host cellular proteins	REACTOME
818	Interactions of neurexins and neuroligins at synapses	REACTOME
823	Interferon Signaling	REACTOME
821	Interferon alpha/beta signaling	REACTOME
822	Interferon gamma signaling	REACTOME
824	Interleukin receptor SHC signaling	REACTOME
825	Interleukin-1 signaling	REACTOME
826	Interleukin-10 signaling	REACTOME
827	Interleukin-2 signaling	REACTOME
828	Interleukin-3, 5 and GM-CSF signaling	REACTOME
829	Interleukin-4 and 13 signaling	REACTOME
830	Interleukin-6 family signaling	REACTOME
831	Interleukin-6 signaling	REACTOME
832	Interleukin-7 signaling	REACTOME
835	Intra-Golgi and retrograde Golgi-to-ER traffic	REACTOME
836	Intra-Golgi traffic	REACTOME
837	Intraflagellar transport	REACTOME
838	Intrinsic Pathway for Apoptosis	REACTOME
839	Intrinsic Pathway of Fibrin Clot Formation	REACTOME
840	Inwardly rectifying K+ channels	REACTOME
841	Ion channel transport	REACTOME
842	Ion homeostasis	REACTOME
843	Ion transport by P-type ATPases	REACTOME
844	Ionotropic activity of Kainate Receptors	REACTOME
849	Iron uptake and transport	REACTOME
856	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	REACTOME
858	Josephin domain DUBs	REACTOME
865	KSRP (KHSRP) binds and destabilizes mRNA	REACTOME
860	Keratan sulfate biosynthesis	REACTOME
861	Keratan sulfate degradation	REACTOME
862	Keratan sulfate/keratin metabolism	REACTOME
863	Keratinization	REACTOME
864	Kinesins	REACTOME
866	L13a-mediated translational silencing of Ceruloplasmin expression	REACTOME
867	L1CAM interactions	REACTOME
871	LDL-mediated lipid transport	REACTOME
878	LGI-ADAM interactions	REACTOME
868	Lagging Strand Synthesis	REACTOME
869	Laminin interactions	REACTOME
870	Late Phase of HIV Life Cycle	REACTOME
872	Leading Strand Synthesis	REACTOME
879	Ligand-dependent caspase activation	REACTOME
880	Ligand-gated ion channel transport	REACTOME
881	Ligand-independent caspase activation via DCC	REACTOME
883	Lipid digestion, mobilization, and transport	REACTOME
884	Lipoprotein metabolism	REACTOME
886	Listeria monocytogenes entry into host cells	REACTOME
892	Loss of Nlp from mitotic centrosomes	REACTOME
893	Loss of proteins required for interphase microtubule organization from the centrosome	REACTOME
896	Lysine catabolism	REACTOME
900	Lysosome Vesicle Biogenesis	REACTOME
901	M Phase	REACTOME
902	M/G1 Transition	REACTOME
907	MAP kinase activation in TLR cascade	REACTOME
908	MAP2K and MAPK activation	REACTOME
909	MAP3K8 (TPL2)-dependent MAPK1/3 activation	REACTOME
910	MAPK family signaling cascades	REACTOME
912	MAPK targets/ Nuclear events mediated by MAP kinases	REACTOME
913	MAPK1/MAPK3 signaling	REACTOME
914	MAPK3 (ERK1) activation	REACTOME
915	MAPK6/MAPK4 signaling	REACTOME
916	MASTL Facilitates Mitotic Progression	REACTOME
927	MET activates PTK2 signaling	REACTOME
928	MET activates RAP1 and RAC1	REACTOME
929	MET activates RAS signaling	REACTOME
930	MET promotes cell motility	REACTOME
931	MET receptor recycling	REACTOME
957	MHC class II antigen presentation	REACTOME
903	Macroautophagy	REACTOME
904	Major pathway of rRNA processing in the nucleolus and cytosol	REACTOME
919	Meiosis	REACTOME
920	Meiotic recombination	REACTOME
921	Meiotic synapsis	REACTOME
926	Membrane Trafficking	REACTOME
925	Membrane binding and targetting of GAG proteins	REACTOME
933	Metabolism	REACTOME
935	Metabolism of Angiotensinogen to Angiotensins	REACTOME
934	Metabolism of amino acids and derivatives	REACTOME
936	Metabolism of carbohydrates	REACTOME
937	Metabolism of fat-soluble vitamins	REACTOME
938	Metabolism of folate and pterines	REACTOME
939	Metabolism of lipids and lipoproteins	REACTOME
