setID	setName	setSource	setID.orig	setSizeOrg	setID.new
505	Nectin adhesion pathway	PID	1024	22	505
506	Nephrin/Neph1 signaling in the kidney podocyte	PID	1040	25	506
507	Neurotrophic factor-mediated Trk receptor signaling	PID	1049	55	507
508	Noncanonical Wnt signaling pathway	PID	1069	29	508
509	Nongenotropic Androgen signaling	PID	1070	17	509
510	Notch signaling pathway (PID)	PID	1078	58	510
511	Notch-mediated HES/HEY network	PID	1080	46	511
512	Osteopontin-mediated events	PID	1117	31	512
513	PDGFR-alpha signaling pathway	PID	1157	21	513
514	PDGFR-beta signaling pathway	PID	1158	54	514
515	PLK1 signaling events	PID	1224	40	515
516	Paxillin-dependent events mediated by a4b1	PID	1152	19	516
517	Paxillin-independent events mediated by a4b1 and a4b7	PID	1153	22	517
518	Plasma membrane estrogen receptor signaling	PID	1212	25	518
519	Presenilin action in Notch and Wnt signaling	PID	1245	46	519
520	RAC1 signaling pathway	PID	1300	52	520
521	RXR and RAR heterodimerization with other nuclear receptor	PID	1461	14	521
522	Ras signaling in the CD4+ TCR pathway	PID	1307	10	522
523	Reelin signaling pathway	PID	1318	29	523
524	Regulation of Androgen receptor activity	PID	1325	46	524
525	Regulation of CDC42 activity	PID	1329	25	525
526	Regulation of RAC1 activity	PID	1356	37	526
527	Regulation of RhoA activity	PID	1359	42	527
528	Regulation of Telomerase	PID	1362	63	528
529	Regulation of Wnt-mediated beta catenin signaling and target gene transcription	PID	1372	71	529
530	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	PID	1332	19	530
531	Regulation of nuclear SMAD2/3 signaling	PID	1351	71	531
532	Regulation of p38-alpha and p38-beta	PID	1353	26	532
533	Regulation of retinoblastoma protein	PID	1358	53	533
534	Retinoic acid receptors-mediated signaling	PID	1392	25	534
535	RhoA signaling pathway	PID	1413	40	535
536	Role of Calcineurin-dependent NFAT signaling in lymphocytes	PID	1453	51	536
537	S1P1 pathway	PID	1463	20	537
538	S1P2 pathway	PID	1464	23	538
539	S1P3 pathway	PID	1465	28	539
540	S1P4 pathway	PID	1466	14	540
541	Signaling events mediated by HDAC Class I	PID	1564	62	541
542	Signaling events mediated by HDAC Class II	PID	1565	30	542
543	Signaling events mediated by HDAC Class III	PID	1566	38	543
544	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	PID	1567	71	544
545	Signaling events mediated by PRL	PID	1568	23	545
546	Signaling events mediated by PTP1B	PID	1569	50	546
547	Signaling events mediated by Stem cell factor receptor (c-Kit)	PID	1570	52	547
548	Signaling events mediated by TCPTP	PID	1571	36	548
549	Signaling events mediated by VEGFR1 and VEGFR2	PID	1573	63	549
550	Signaling events mediated by focal adhesion kinase	PID	1563	52	550
551	Signaling events mediated by the Hedgehog family	PID	1572	21	551
552	Signaling events regulated by Ret tyrosine kinase	PID	1574	38	552
553	Signaling mediated by p38-alpha and p38-beta	PID	1575	34	553
554	Sphingosine 1-phosphate (S1P) pathway	PID	1598	21	554
555	Stabilization and expansion of the E-cadherin adherens junction	PID	1603	39	555
556	Sumoylation by RanBP2 regulates transcriptional repression	PID	1616	11	556
557	Syndecan-1-mediated signaling events	PID	1638	16	557
558	Syndecan-2-mediated signaling events	PID	1639	30	558
559	Syndecan-3-mediated signaling events	PID	1640	15	559
560	Syndecan-4-mediated signaling events	PID	1641	31	560
561	TCR signaling in naive CD4+ T cells	PID	1680	55	561
562	TCR signaling in naive CD8+ T cells	PID	1681	46	562
563	TGF-beta receptor signaling	PID	1689	50	563
564	TNF receptor signaling pathway	PID	1713	41	564
565	TRAIL signaling pathway	PID	1752	24	565
566	Thromboxane A2 receptor signaling	PID	1704	42	566
567	Trk receptor signaling mediated by PI3K and PLC-gamma	PID	1795	32	567
568	Trk receptor signaling mediated by the MAPK pathway	PID	1796	28	568
569	VEGFR1 specific signals	PID	1836	29	569
570	VEGFR3 signaling in lymphatic endothelium	PID	1839	22	570
571	Validated targets of C-MYC transcriptional activation	PID	1825	79	571
572	Validated targets of C-MYC transcriptional repression	PID	1826	60	572
573	Validated transcriptional targets of AP1 family members Fra1 and Fra2	PID	1827	32	573
574	Visual signal transduction: Cones	PID	1848	21	574
575	Visual signal transduction: Rods	PID	1849	22	575
576	Wnt signaling network	PID	1859	27	576
577	a6b1 and a6b4 Integrin signaling	PID	6	31	577
578	amb2 Integrin signaling	PID	84	48	578
579	mTOR signaling pathway (PID)	PID	998	60	579
580	p38 MAPK signaling pathway	PID	1128	29	580
581	p38 signaling mediated by MAPKAP kinases	PID	1129	20	581
582	p53 pathway	PID	1131	54	582
583	p75(NTR)-mediated signaling	PID	1138	54	583
584	A tetrasaccharide linker sequence is required for GAG synthesis	REACTOME	5	23	584
585	ABC transporter disorders	REACTOME	8	66	585
586	ABC transporters in lipid homeostasis	REACTOME	10	17	586
587	ABC-family proteins mediated transport	REACTOME	11	101	587
588	ADP signalling through P2Y purinoceptor 1	REACTOME	63	25	588
589	ADP signalling through P2Y purinoceptor 12	REACTOME	64	23	589
590	AKT phosphorylates targets in the cytosol	REACTOME	71	13	590
591	AMER1 mutants destabilize the destruction complex	REACTOME	85	13	591
592	APC truncation mutants have impaired AXIN binding	REACTOME	108	13	591
593	APC-Cdc20 mediated degradation of Nek2A	REACTOME	109	25	593
594	APC/C-mediated degradation of cell cycle proteins	REACTOME	111	84	594
595	APC/C:Cdc20 mediated degradation of Cyclin B	REACTOME	112	23	595
596	APC/C:Cdc20 mediated degradation of Securin	REACTOME	114	65	596
597	APC/C:Cdc20 mediated degradation of mitotic proteins	REACTOME	113	73	617
598	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	REACTOME	115	70	598
599	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	REACTOME	110	71	617
600	ARMS-mediated activation	REACTOME	133	236	1656
601	ATF4 activates genes	REACTOME	145	25	601
602	ATF6 (ATF6-alpha) activates chaperone genes	REACTOME	146	11	602
603	ATF6 (ATF6-alpha) activates chaperones	REACTOME	147	12	603
604	AUF1 (hnRNP D0) binds and destabilizes mRNA	REACTOME	150	53	604
605	AURKA Activation by TPX2	REACTOME	151	70	605
606	AXIN missense mutants destabilize the destruction complex	REACTOME	159	13	591
607	AXIN mutants destabilize the destruction complex, activating WNT signaling	REACTOME	160	13	591
608	Abacavir transport and metabolism	REACTOME	7	10	608
609	Abortive elongation of HIV-1 transcript in the absence of Tat	REACTOME	12	25	609
610	Acetylcholine Binding And Downstream Events	REACTOME	13	14	610
611	Acetylcholine Neurotransmitter Release Cycle	REACTOME	14	16	611
612	Acetylcholine regulates insulin secretion	REACTOME	15	10	612
613	Activated NOTCH1 Transmits Signal to the Nucleus	REACTOME	16	30	613
614	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	REACTOME	17	65	614
615	Activated TLR4 signalling	REACTOME	20	107	615
616	Activated point mutants of FGFR2	REACTOME	18	16	616
617	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	REACTOME	22	74	617
618	Activation of ATR in response to replication stress	REACTOME	23	37	618
619	Activation of BAD and translocation to mitochondria	REACTOME	24	15	619
620	Activation of BH3-only proteins	REACTOME	25	31	620
621	Activation of Ca-permeable Kainate Receptor	REACTOME	26	11	621
622	Activation of DNA fragmentation factor	REACTOME	27	13	622
623	Activation of G protein gated Potassium channels	REACTOME	28	25	623
624	Activation of GABAB receptors	REACTOME	29	40	624
625	Activation of HOX genes during differentiation	REACTOME	31	119	636
626	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	REACTOME	32	18	626
627	Activation of Kainate Receptors upon glutamate binding	REACTOME	33	31	627
628	Activation of Matrix Metalloproteinases	REACTOME	34	31	628
629	Activation of NF-kappaB in B cells	REACTOME	35	64	629
630	Activation of NMDA receptor upon glutamate binding and postsynaptic events	REACTOME	37	37	630
631	Activation of Nicotinic Acetylcholine Receptors	REACTOME	36	14	610
632	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	REACTOME	38	10	632
633	Activation of PUMA and translocation to mitochondria	REACTOME	39	10	633
634	Activation of Rac	REACTOME	40	12	634
635	Activation of SMO	REACTOME	41	17	635
636	Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME	21	119	636
637	Activation of gene expression by SREBF (SREBP)	REACTOME	30	41	637
638	Activation of the AP-1 family of transcription factors	REACTOME	42	10	638
639	Activation of the TFAP2 (AP-2) family of transcription factors	REACTOME	46	12	639
640	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	REACTOME	43	56	640
641	Activation of the phototransduction cascade	REACTOME	44	11	641
642	Activation of the pre-replicative complex	REACTOME	45	30	642
643	Acyl chain remodelling of PC	REACTOME	48	27	643
644	Acyl chain remodelling of PE	REACTOME	49	29	644
645	Acyl chain remodelling of PG	REACTOME	50	18	645
646	Acyl chain remodelling of PI	REACTOME	51	17	646
647	Acyl chain remodelling of PS	REACTOME	52	22	647
648	Adaptive Immune System	REACTOME	54	763	648
649	Adenylate cyclase activating pathway	REACTOME	58	10	649
650	Adenylate cyclase inhibitory pathway	REACTOME	59	15	650
651	Adherens junctions interactions	REACTOME	61	26	651
652	Adrenaline,noradrenaline inhibits insulin secretion	REACTOME	65	28	652
653	Advanced glycosylation endproduct receptor signaling	REACTOME	67	13	653
654	Aflatoxin activation and detoxification	REACTOME	68	20	654
655	Amine ligand-binding receptors	REACTOME	86	39	655
656	Amine-derived hormones	REACTOME	87	17	656
657	Amino acid synthesis and interconversion (transamination)	REACTOME	88	26	657
658	Amino acid transport across the plasma membrane	REACTOME	89	27	658
659	Amyloid fiber formation	REACTOME	95	97	659
660	Anchoring of the basal body to the plasma membrane	REACTOME	97	93	660
661	Androgen biosynthesis	REACTOME	98	10	661
662	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	REACTOME	102	24	662
663	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	REACTOME	101	37	663
664	Antigen processing-Cross presentation	REACTOME	104	93	664
665	Antigen processing: Ubiquitination & Proteasome degradation	REACTOME	105	291	665
666	Antimicrobial peptides	REACTOME	106	91	666
667	Antiviral mechanism by IFN-stimulated genes	REACTOME	107	75	667
668	Apoptosis (REACTOME)	REACTOME	119	163	1407
669	Apoptosis induced DNA fragmentation	REACTOME	120	13	622
670	Apoptotic cleavage of cell adhesion proteins	REACTOME	121	11	670
671	Apoptotic cleavage of cellular proteins	REACTOME	122	35	671
672	Apoptotic execution phase	REACTOME	123	49	672
673	Aquaporin-mediated transport	REACTOME	124	51	673
674	Arachidonic acid metabolism (REACTOME)	REACTOME	126	57	674
675	Asparagine N-linked glycosylation	REACTOME	136	275	675
676	Assembly Of The HIV Virion	REACTOME	138	13	676
677	Assembly of collagen fibrils and other multimeric structures	REACTOME	137	57	677
678	Assembly of the pre-replicative complex	REACTOME	139	66	678
679	Association of TriC/CCT with target proteins during biosynthesis	REACTOME	141	39	679
680	Association of licensing factors with the pre-replicative complex	REACTOME	140	15	680
681	Asymmetric localization of PCP proteins	REACTOME	143	64	681
682	Attenuation phase	REACTOME	148	15	682
683	Autodegradation of Cdh1 by Cdh1:APC/C	REACTOME	154	61	683
684	Autodegradation of the E3 ubiquitin ligase COP1	REACTOME	155	49	684
685	Axon guidance (REACTOME)	REACTOME	162	519	685
686	B-WICH complex positively regulates rRNA expression	REACTOME	164	92	686
687	BBSome-mediated cargo-targeting to cilium	REACTOME	173	23	687
688	BMAL1:CLOCK,NPAS2 activates circadian gene expression	REACTOME	193	45	688
689	Base Excision Repair	REACTOME	170	37	689
690	Base-Excision Repair, AP Site Formation	REACTOME	171	10	690
691	Basigin interactions	REACTOME	172	24	691
692	Beta defensins	REACTOME	175	39	692
693	Beta-catenin independent WNT signaling	REACTOME	177	145	693
694	Beta-catenin phosphorylation cascade	REACTOME	178	16	694
695	Beta-oxidation of pristanoyl-CoA	REACTOME	180	10	695
696	Bicarbonate transporters	REACTOME	181	10	696
697	Bile acid and bile salt metabolism	REACTOME	182	43	697
698	Binding and Uptake of Ligands by Scavenger Receptors	REACTOME	186	41	698
699	Biological oxidations	REACTOME	187	215	699
700	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	REACTOME	189	76	700
701	Biotin transport and metabolism	REACTOME	191	10	701
702	Branched-chain amino acid catabolism	REACTOME	195	21	702
703	Budding and maturation of HIV virion	REACTOME	197	25	703
704	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	REACTOME	199	17	704
705	Butyrophilin (BTN) family interactions	REACTOME	200	12	705
706	C-type lectin receptors (CLRs)	REACTOME	203	137	706
707	CASP8 activity is inhibited	REACTOME	225	11	707
708	CD209 (DC-SIGN) signaling	REACTOME	229	21	708
709	CD28 co-stimulation	REACTOME	230	31	709
710	CD28 dependent PI3K/Akt signaling	REACTOME	231	21	710
711	CD28 dependent Vav1 pathway	REACTOME	232	11	711
712	CDC6 association with the ORC:origin complex	REACTOME	236	11	712
713	CDK-mediated phosphorylation and removal of Cdc6	REACTOME	237	49	684
714	CDO in myogenesis	REACTOME	238	29	714
715	CDT1 association with the CDC6:ORC:origin complex	REACTOME	240	57	715
716	CLEC7A (Dectin-1) induces NFAT activation	REACTOME	302	13	716
717	CLEC7A (Dectin-1) signaling	REACTOME	303	95	717
718	COPI-dependent Golgi-to-ER retrograde traffic	REACTOME	328	80	718
719	COPI-independent Golgi-to-ER retrograde traffic	REACTOME	329	28	719
720	COPI-mediated anterograde transport	REACTOME	330	78	720
721	COPII (Coat Protein 2) Mediated Vesicle Transport	REACTOME	331	66	721
722	CREB phosphorylation through the activation of CaMKII	REACTOME	336	16	722
723	CREB phosphorylation through the activation of Ras	REACTOME	337	26	723
724	CRMPs in Sema3A signaling	REACTOME	338	15	724
725	CS/DS degradation	REACTOME	340	12	725
726	CTLA4 inhibitory signaling	REACTOME	341	22	726
727	CYP2E1 reactions	REACTOME	348	11	727
728	Ca-dependent events	REACTOME	205	29	728
729	Ca2+ pathway	REACTOME	206	61	729
730	CaM pathway	REACTOME	213	27	732
731	Calcitonin-like ligand receptors	REACTOME	208	10	731
732	Calmodulin induced events	REACTOME	211	27	732
733	Calnexin/calreticulin cycle	REACTOME	212	26	733
734	Cap-dependent Translation Initiation	REACTOME	217	113	734
735	Cardiac conduction	REACTOME	220	135	735
736	Cargo concentration in the ER	REACTOME	222	31	736
737	Cargo recognition for clathrin-mediated endocytosis	REACTOME	223	91	737
738	Cargo trafficking to the periciliary membrane	REACTOME	224	50	738
739	Caspase activation via extrinsic apoptotic signalling pathway	REACTOME	226	27	739
740	Caspase-mediated cleavage of cytoskeletal proteins	REACTOME	228	12	740
741	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	REACTOME	234	70	617
742	Cell Cycle	REACTOME	243	585	742
743	Cell Cycle Checkpoints	REACTOME	244	192	743
744	Cell Cycle, Mitotic	REACTOME	245	488	744
745	Cell death signalling via NRAGE, NRIF and NADE	REACTOME	246	69	745
746	Cell junction organization	REACTOME	247	79	746
747	Cell surface interactions at the vascular wall	REACTOME	248	127	747
748	Cell-Cell communication	REACTOME	249	120	748
749	Cell-cell junction organization	REACTOME	250	54	749
750	Cell-extracellular matrix interactions	REACTOME	251	14	750
751	Cellular Senescence	REACTOME	256	190	751
752	Cellular response to heat stress	REACTOME	252	85	752
753	Cellular response to hypoxia	REACTOME	253	72	753
754	Cellular responses to stress	REACTOME	254	427	754
755	Centrosome maturation	REACTOME	258	77	755
756	Chaperonin-mediated protein folding	REACTOME	264	95	756
757	Chemokine receptors bind chemokines	REACTOME	266	46	757
758	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	REACTOME	269	12	758
759	Cholesterol biosynthesis	REACTOME	270	22	759
760	Chondroitin sulfate biosynthesis	REACTOME	277	19	760
761	Chondroitin sulfate/dermatan sulfate metabolism	REACTOME	278	46	761
762	Chromatin modifying enzymes	REACTOME	279	251	762
763	Chromatin organization	REACTOME	280	251	762
764	Chromosome Maintenance	REACTOME	281	100	764
765	Chylomicron-mediated lipid transport	REACTOME	283	25	765
766	Cilium Assembly	REACTOME	284	180	766
767	Circadian Clock	REACTOME	285	67	767
768	Citric acid cycle (TCA cycle)	REACTOME	292	18	768
769	Class A/1 (Rhodopsin-like receptors)	REACTOME	293	295	769
770	Class B/2 (Secretin family receptors)	REACTOME	294	88	770
771	Class C/3 (Metabotropic glutamate/pheromone receptors)	REACTOME	295	39	771
772	Class I MHC mediated antigen processing & presentation	REACTOME	296	348	772
773	Clathrin derived vesicle budding	REACTOME	299	68	773
774	Clathrin-mediated endocytosis	REACTOME	300	128	774
775	Cleavage of Growing Transcript in the Termination Region	REACTOME	301	65	775
776	Cobalamin (Cbl, vitamin B12) transport and metabolism	REACTOME	304	21	776
777	Collagen biosynthesis and modifying enzymes	REACTOME	306	64	777
778	Collagen chain trimerization	REACTOME	307	44	778
779	Collagen degradation	REACTOME	308	39	779
780	Collagen formation	REACTOME	309	87	780
781	Common Pathway of Fibrin Clot Formation	REACTOME	312	21	781
782	Complement cascade	REACTOME	314	43	782
783	Complex I biogenesis	REACTOME	315	48	783
784	Condensation of Prometaphase Chromosomes	REACTOME	316	11	784
785	Condensation of Prophase Chromosomes	REACTOME	317	71	785
786	Constitutive Signaling by AKT1 E17K in Cancer	REACTOME	319	24	786
787	Constitutive Signaling by Aberrant PI3K in Cancer	REACTOME	318	64	787
788	Constitutive Signaling by EGFRvIII	REACTOME	320	16	788
789	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	REACTOME	321	20	789
790	Constitutive Signaling by NOTCH1 HD Domain Mutants	REACTOME	322	15	790
791	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	REACTOME	323	54	791
792	Constitutive Signaling by NOTCH1 PEST Domain Mutants	REACTOME	324	54	791
793	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	REACTOME	325	19	793
794	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	REACTOME	326	43	794
795	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding	REACTOME	327	31	795
796	Costimulation by the CD28 family	REACTOME	333	65	796
797	Creatine metabolism	REACTOME	334	10	797
798	Creation of C4 and C2 activators	REACTOME	335	12	798
799	Cross-presentation of soluble exogenous antigens (endosomes)	REACTOME	339	48	799
800	Cyclin A/B1 associated events during G2/M transition	REACTOME	345	22	800
801	Cyclin A:Cdk2-associated events at S phase entry	REACTOME	344	68	803
802	Cyclin D associated events in G1	REACTOME	346	38	802
803	Cyclin E associated events during G1/S transition	REACTOME	347	69	803
804	Cytochrome P450 - arranged by substrate type	REACTOME	350	65	804
805	Cytokine Signaling in Immune system	REACTOME	351	722	805
806	Cytosolic iron-sulfur cluster assembly	REACTOME	354	10	806
807	Cytosolic sensors of pathogen-associated DNA	REACTOME	355	65	807
808	Cytosolic sulfonation of small molecules	REACTOME	356	19	808
809	Cytosolic tRNA aminoacylation	REACTOME	357	24	809
810	DAG and IP3 signaling	REACTOME	362	33	810
811	DAP12 interactions	REACTOME	363	349	811
812	DAP12 signaling	REACTOME	364	339	811
813	DARPP-32 events	REACTOME	365	26	813
814	DCC mediated attractive signaling	REACTOME	366	14	814
815	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	REACTOME	402	13	815
816	DNA Damage Bypass	REACTOME	418	47	816
817	DNA Damage Recognition in GG-NER	REACTOME	419	36	817
818	DNA Damage/Telomere Stress Induced Senescence	REACTOME	420	77	818
819	DNA Double Strand Break Response	REACTOME	421	71	819
820	DNA Double-Strand Break Repair	REACTOME	422	161	820
821	DNA Repair	REACTOME	424	299	821
822	DNA Replication	REACTOME	426	104	822
823	DNA Replication Pre-Initiation	REACTOME	427	81	823
824	DNA methylation	REACTOME	423	63	824
825	DNA strand elongation	REACTOME	428	31	825
826	DSCAM interactions	REACTOME	446	11	826
827	Deactivation of the beta-catenin transactivating complex	REACTOME	367	39	827
828	Deadenylation of mRNA	REACTOME	368	22	828
829	Deadenylation-dependent mRNA decay	REACTOME	369	53	829
830	Death Receptor Signalling	REACTOME	370	44	830
831	Dectin-1 mediated noncanonical NF-kB signaling	REACTOME	371	57	831
832	Dectin-2 family	REACTOME	372	28	832
833	Defective B3GALT6 causes EDSP2 and SEMDJL1	REACTOME	373	16	833
834	Defective B3GALTL causes Peters-plus syndrome (PpS)	REACTOME	374	34	1305
835	Defective B3GAT3 causes JDSSDHD	REACTOME	375	16	833
836	Defective B4GALT7 causes EDS, progeroid type	REACTOME	376	16	833
837	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	REACTOME	377	17	837
838	Defective CFTR causes cystic fibrosis	REACTOME	378	59	838
839	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	REACTOME	379	10	839
840	Defective EXT2 causes exostoses 2	REACTOME	380	10	839
841	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	REACTOME	381	17	837
842	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	REACTOME	382	17	837
843	Defects in cobalamin (B12) metabolism	REACTOME	383	11	843
844	Defects in vitamin and cofactor metabolism	REACTOME	384	17	844
845	Defensins	REACTOME	385	48	845
846	Degradation of AXIN	REACTOME	386	53	846
847	Degradation of DVL	REACTOME	388	55	847
848	Degradation of GLI1 by the proteasome	REACTOME	389	58	848
849	Degradation of GLI2 by the proteasome	REACTOME	390	58	849
850	Degradation of beta-catenin by the destruction complex	REACTOME	387	79	850
851	Degradation of the extracellular matrix	REACTOME	391	108	851
852	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	REACTOME	393	13	852
853	Depolymerisation of the Nuclear Lamina	REACTOME	394	14	853
854	Deposition of new CENPA-containing nucleosomes at the centromere	REACTOME	395	66	854
855	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	REACTOME	396	22	855
856	Dermatan sulfate biosynthesis	REACTOME	398	10	856
857	Detoxification of Reactive Oxygen Species	REACTOME	399	34	857
858	Deubiquitination	REACTOME	400	273	858
860	Digestion of dietary lipid	REACTOME	403	17	860
861	Dimerization of procaspase-8	REACTOME	405	11	707
862	Disassembly of the destruction complex and recruitment of AXIN to the membrane	REACTOME	407	30	862
863	Disease	REACTOME	408	803	863
864	Diseases associated with O-glycosylation of proteins	REACTOME	410	56	864
865	Diseases associated with glycosaminoglycan metabolism	REACTOME	409	23	865
866	Diseases associated with the TLR signaling cascade	REACTOME	411	22	866
867	Diseases of Immune System	REACTOME	413	22	866
868	Diseases of glycosylation	REACTOME	412	79	868
869	Diseases of metabolism	REACTOME	414	41	869
870	Diseases of signal transduction	REACTOME	415	351	870
871	Disorders of transmembrane transporters	REACTOME	416	72	871
872	Dissolution of Fibrin Clot	REACTOME	417	13	872
873	Dopamine Neurotransmitter Release Cycle	REACTOME	429	19	873
874	Downregulation of ERBB2 signaling	REACTOME	432	29	874
875	Downregulation of ERBB2:ERBB3 signaling	REACTOME	433	13	875
876	Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME	434	22	876
877	Downregulation of TGF-beta receptor signaling	REACTOME	435	26	877
878	Downstream TCR signaling	REACTOME	443	92	878
879	Downstream signal transduction	REACTOME	436	337	811
880	Downstream signaling events of B Cell Receptor (BCR)	REACTOME	437	191	880
881	Downstream signaling of activated FGFR1	REACTOME	439	31	881
882	Downstream signaling of activated FGFR2	REACTOME	440	29	882
883	Downstream signaling of activated FGFR3	REACTOME	441	24	883
884	Downstream signaling of activated FGFR4	REACTOME	442	26	884
885	Dual Incision in GG-NER	REACTOME	447	40	885
886	Dual incision in TC-NER	REACTOME	448	65	886
887	E2F mediated regulation of DNA replication	REACTOME	451	32	887
888	E2F-enabled inhibition of pre-replication complex formation	REACTOME	453	10	888
889	E3 ubiquitin ligases ubiquitinate target proteins	REACTOME	454	41	889
890	ECM proteoglycans	REACTOME	457	55	890
891	EGFR downregulation	REACTOME	461	24	891
892	EGFR interacts with phospholipase C-gamma	REACTOME	462	35	892
893	EPH-Ephrin signaling	REACTOME	481	93	893
894	EPH-ephrin mediated repulsion of cells	REACTOME	480	47	894
895	EPHA-mediated growth cone collapse	REACTOME	483	34	895
896	EPHB-mediated forward signaling	REACTOME	486	41	896
897	ER Quality Control Compartment (ERQC)	REACTOME	494	21	897
898	ER to Golgi Anterograde Transport	REACTOME	495	128	898
899	ER-Phagosome pathway	REACTOME	496	78	899
900	ERBB2 Activates PTK6 Signaling	REACTOME	500	13	900
901	ERBB2 Regulates Cell Motility	REACTOME	501	15	901
902	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	REACTOME	504	74	902
903	ERK/MAPK targets	REACTOME	505	20	903
904	ERKs are inactivated	REACTOME	506	13	904
905	Early Phase of HIV Life Cycle	REACTOME	455	14	905
906	Effects of PIP2 hydrolysis	REACTOME	459	26	906
907	Eicosanoid ligand-binding receptors	REACTOME	464	14	907
908	Eicosanoids	REACTOME	465	11	908
909	Elastic fibre formation	REACTOME	466	41	909
910	Elevation of cytosolic Ca2+ levels	REACTOME	467	17	910
911	Endogenous sterols	REACTOME	471	27	911
912	Endosomal Sorting Complex Required For Transport (ESCRT)	REACTOME	473	28	912
913	Endosomal/Vacuolar pathway	REACTOME	474	11	913
914	Energy dependent regulation of mTOR by LKB1-AMPK	REACTOME	476	27	914
915	Ephrin signaling	REACTOME	488	17	915
916	Epigenetic regulation of gene expression	REACTOME	489	146	916
917	Erythrocytes take up carbon dioxide and release oxygen	REACTOME	507	13	917
918	Ethanol oxidation	REACTOME	509	11	918
919	Eukaryotic Translation Elongation	REACTOME	511	88	919
920	Eukaryotic Translation Initiation	REACTOME	512	113	734
921	Eukaryotic Translation Termination	REACTOME	513	87	921
922	Export of Viral Ribonucleoproteins from Nucleus	REACTOME	514	31	922
923	Extension of Telomeres	REACTOME	515	28	923
924	Extracellular matrix organization	REACTOME	516	282	924
925	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	REACTOME	532	53	925
926	FCERI mediated Ca+2 mobilization	REACTOME	537	29	926
927	FCERI mediated MAPK activation	REACTOME	538	252	927
928	FCERI mediated NF-kB activation	REACTOME	539	74	928
929	FCGR activation	REACTOME	541	13	929
930	FGFR1 ligand binding and activation	REACTOME	545	15	930
931	FGFR1 mutant receptor activation	REACTOME	546	31	931
932	FGFR1c ligand binding and activation	REACTOME	547	11	932
933	FGFR2 alternative splicing	REACTOME	548	27	933
934	FGFR2 ligand binding and activation	REACTOME	549	19	934
935	FGFR2 mutant receptor activation	REACTOME	550	32	935
936	FGFR2b ligand binding and activation	REACTOME	551	10	936
937	FGFR2c ligand binding and activation	REACTOME	552	12	937
938	FGFR3 ligand binding and activation	REACTOME	553	12	938
939	FGFR3 mutant receptor activation	REACTOME	554	11	939
940	FGFR3c ligand binding and activation	REACTOME	555	12	938
941	FGFR4 ligand binding and activation	REACTOME	556	13	941
942	FGFRL1 modulation of FGFR1 signaling	REACTOME	557	13	942
943	FRS-mediated FGFR1 signaling	REACTOME	581	23	943
944	FRS-mediated FGFR2 signaling	REACTOME	582	24	944
945	FRS-mediated FGFR3 signaling	REACTOME	583	19	945
946	FRS-mediated FGFR4 signaling	REACTOME	584	21	946
947	Facilitative Na+-independent glucose transporters	REACTOME	517	14	947
948	Factors involved in megakaryocyte development and platelet production	REACTOME	518	151	948
949	Fanconi Anemia Pathway	REACTOME	520	33	949
950	Fatty Acyl-CoA Biosynthesis	REACTOME	531	46	950
951	Fatty acid, triacylglycerol, and ketone body metabolism	REACTOME	529	230	951
952	Fatty acids	REACTOME	530	14	952
953	Fc epsilon receptor (FCERI) signaling	REACTOME	533	355	953
954	Fcgamma receptor (FCGR) dependent phagocytosis	REACTOME	540	82	954
