setID	setSize	setScore	N	setP	setQ	setName	setID.orig
152	176	38.5763239009858	176	0.1124	0.374845403855324	Chemokine signaling pathway	267
464	26	9.92043459109551	26	0.1129	0.374845403855324	Ephrin B reverse signaling	487
505	22	9.13488467609486	22	0.1131	0.374845403855324	Nectin adhesion pathway	1024
1528	10	5.90584096309298	10	0.1131	0.374845403855324	Removal of the Flap Intermediate from the C-strand	1375
395	169	34.3077915078077	169	0.1134	0.374845403855324	Transcriptional misregulation in cancer	1758
490	51	15.6414578101945	51	0.1136	0.374845403855324	IL2-mediated signaling events	773
256	29	13.2597537934937	29	0.1138	0.374845403855324	Linoleic acid metabolism	882
1078	23	9.74229936369156	23	0.1138	0.374845403855324	IKK complex recruitment mediated by RIP1	765
1628	108	25.4091678405967	108	0.1146	0.375733634107621	Signaling by NOTCH	1541
83	79	20.4507710629996	77	0.1151	0.375733634107621	Kaposi's Sarcoma-associated Virus (dsDNA)	859
559	15	7.50896560688553	15	0.1153	0.375733634107621	Syndecan-3-mediated signaling events	1640
1660	13	6.79502775380627	13	0.1155	0.375733634107621	Sodium/Calcium exchangers	1592
1481	16	7.89078017352312	16	0.1162	0.375957471611558	Recycling of bile acids and salts	1315
1700	14	7.34581867025894	14	0.1165	0.375957471611558	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	1688
243	96	23.7137334624986	96	0.117	0.375957471611558	Inflammatory mediator regulation of TRP channels	787
725	12	6.70940494162642	12	0.117	0.375957471611558	CS/DS degradation	340
1268	38	12.8458091821791	38	0.1185	0.378907876011928	Negative regulation of MAPK pathway	1033
1128	11	6.05774178416476	11	0.1187	0.378907876011928	Interleukin-6 signaling	831
1613	39	13.1442123914703	39	0.119	0.378907876011928	Signaling by FGFR3	1524
1641	396	63.3342441408667	396	0.1201	0.381255067404117	Signaling by Rho GTPases	1554
474	55	15.9794302950785	55	0.1208	0.38232215169939	Fc-epsilon receptor I signaling in mast cells	536
1250	12	6.22546512767502	12	0.1225	0.385276075608767	NF-kB is activated and signals survival	1054
1296	23	9.24532566244073	23	0.1234	0.385276075608767	Nuclear Events (kinase and transcription factor activation)	1089
648	763	100.928150447287	763	0.1239	0.385276075608767	Adaptive Immune System	54
408	49	14.6909478237824	49	0.1245	0.385276075608767	Vibrio cholerae infection	1841
585	66	18.8587868330767	66	0.1247	0.385276075608767	ABC transporter disorders	8
819	71	20.788539732985	71	0.1248	0.385276075608767	DNA Double Strand Break Response*	421
951	230	40.7317150037512	230	0.1249	0.385276075608767	Fatty acid, triacylglycerol, and ketone body metabolism	529
481	42	13.4113871662073	42	0.1251	0.385276075608767	Hedgehog signaling events mediated by Gli proteins	705
486	28	11.0654948307802	28	0.1252	0.385276075608767	IL12 signaling mediated by STAT4	769
127	28	10.1554028362398	28	0.1254	0.385276075608767	Autophagy - other	158
196	13	6.73942234470577	13	0.1271	0.388839675673859	Folate biosynthesis	560
1485	10	5.60410654996885	10	0.1273	0.388839675673859	Regulated proteolysis of p75NTR	1320
1804	83	19.7537782694254	83	0.1277	0.388930868420866	Unfolded Protein Response (UPR)	1819
1075	16	7.74793781503907	16	0.1292	0.392362078050337	Hyaluronan metabolism	758
663	37	12.3636081743795	37	0.1298	0.392377054337297	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	101
659	97	28.2930139253072	97	0.1307	0.392377054337297	Amyloid fiber formation	95
1257	54	15.4190106814741	54	0.1311	0.392377054337297	NRAGE signals death through JNK	1084
418	78	18.8940303654767	78	0.132	0.392377054337297	mRNA surveillance pathway	996
100	66	16.9517938180072	66	0.1321	0.392377054337297	Adipocytokine signaling pathway	62
1740	58	16.3530746279764	58	0.1321	0.392377054337297	The role of GTSE1 in G2/M progression after G2 checkpoint	1699
1099	11	5.87741116536307	11	0.1323	0.392377054337297	Inhibition of replication initiation of damaged DNA by RB1/E2F1	794
1386	106	28.722268984731	106	0.133	0.392377054337297	Positive epigenetic regulation of rRNA expression	1230
1186	117	30.6177046977191	117	0.1332	0.392377054337297	Meiosis	919
557	16	7.13032419248543	16	0.1333	0.392377054337297	Syndecan-1-mediated signaling events	1638
1364	19	8.25789623104731	19	0.1338	0.392377054337297	Phase 4 - resting membrane potential	1175
261	51	14.5767326991513	51	0.1339	0.392377054337297	Lysine degradation	897
775	65	17.0903106018827	65	0.1341	0.392377054337297	Cleavage of Growing Transcript in the Termination Region*	301
1638	67	17.3462453479768	67	0.1346	0.392377054337297	Signaling by PTK6	1551
550	52	14.5429986753936	52	0.1355	0.392377054337297	Signaling events mediated by focal adhesion kinase	1563
503	30	10.2377903766425	30	0.1356	0.392377054337297	Lissencephaly gene (LIS1) in neuronal migration and development	885
514	54	15.3418761828173	54	0.1358	0.392377054337297	PDGFR-beta signaling pathway	1158
416	191	34.0541200190995	191	0.1361	0.392377054337297	cAMP signaling pathway	214
1608	49	14.4902056758175	49	0.1363	0.392377054337297	Signaling by FGFR1	1519
1323	92	21.8352217151404	92	0.1373	0.394032350054421	PCP/CE pathway	1155
1429	257	42.7132827491721	257	0.1379	0.394032350054421	RET signaling	1391
1282	455	64.9419932897803	455	0.1386	0.394032350054421	Neutrophil degranulation	1051
1256	12	6.09224216907852	12	0.1391	0.394032350054421	NOTCH2 intracellular domain regulates transcription	1083
1330	17	7.19849072733104	17	0.1397	0.394032350054421	PI-3K cascade:FGFR3	1195
1403	93	22.7208540777817	93	0.1401	0.394032350054421	Processing of DNA double-strand break ends	1255
1728	12	5.99049024508201	12	0.1403	0.394032350054421	Tandem pore domain potassium channels	1671
1314	320	49.6180864531417	320	0.1407	0.394032350054421	Organelle biogenesis and maintenance	1112
306	148	29.8792029164711	148	0.1408	0.394032350054421	Oxytocin signaling pathway	1126
1130	172	32.1858367043347	172	0.1415	0.394032350054421	Intra-Golgi and retrograde Golgi-to-ER traffic	835
562	46	13.7011670397455	46	0.1419	0.394032350054421	TCR signaling in naive CD8+ T cells	1681
903	20	8.06418657935413	20	0.142	0.394032350054421	ERK/MAPK targets	505
1741	28	9.79294205247994	28	0.1428	0.394032350054421	The role of Nef in HIV-1 replication and disease pathogenesis	1700
1707	96	22.6709940851338	96	0.1429	0.394032350054421	TNFR2 non-canonical NF-kB pathway	1719
1251	370	54.3615138915845	370	0.1434	0.394032350054421	NGF signalling via TRKA from the plasma membrane	1055
644	29	11.5833697812978	29	0.144	0.394032350054421	Acyl chain remodelling of PE	49
1818	93	21.6047621064446	93	0.1447	0.394032350054421	Visual phototransduction	1847
162	27	9.71292778789565	27	0.1448	0.394032350054421	Collecting duct acid secretion	310
768	18	7.33108343420384	18	0.1451	0.394032350054421	Citric acid cycle (TCA cycle)	292
930	15	6.98770931880664	15	0.1452	0.394032350054421	FGFR1 ligand binding and activation	545
1039	108	23.0019747822664	108	0.1454	0.394032350054421	Golgi-to-ER retrograde transport	680
1437	11	5.45648312382707	11	0.1455	0.394032350054421	RHO GTPases activate KTN1	1407
1525	11	5.71910735102324	11	0.1464	0.394032350054421	Regulation of signaling by NODAL	1361
1175	10	5.23682269946942	10	0.1465	0.394032350054421	MAPK3 (ERK1) activation	914
1582	111	23.1116892202092	111	0.1468	0.394032350054421	Selenoamino acid metabolism	1478
1656	250	45.8958785836124	290	0.1478	0.394032350054421	Signalling to ERKs*	1578
1042	91	26.048410230893	91	0.1481	0.394032350054421	HDACs deacetylate histones	695
1197	758	94.1508854529357	758	0.1483	0.394032350054421	Metabolism of lipids and lipoproteins	939
119	61	17.19114573	61	0.1485	0.394032350054421	Arachidonic acid metabolism (KEGG)	125
851	108	24.9156204889907	108	0.1486	0.394032350054421	Degradation of the extracellular matrix	391
202	74	17.9141238205695	74	0.15	0.394032350054421	Gastric acid secretion	623
337	22	8.22623773166903	22	0.1501	0.394032350054421	Protein export	1269
1433	17	7.03644921721415	17	0.1504	0.394032350054421	RHO GTPases Activate ROCKs	1411
1560	17	7.12918548366376	17	0.1504	0.394032350054421	SHC-mediated cascade:FGFR3	1494
869	41	12.3044473076403	41	0.1507	0.394032350054421	Diseases of metabolism	414
94	93	20.5921938607153	93	0.1508	0.394032350054421	AGE-RAGE signaling pathway in diabetic complications	70
1863	42	12.5744744732575	42	0.1509	0.394032350054421	tRNA Aminoacylation	1797
1331	19	7.8354188496833	19	0.152	0.394032350054421	PI-3K cascade:FGFR4	1196
161	47	12.7203066404925	47	0.1521	0.394032350054421	Cocaine addiction	305
309	61	15.1186732086039	61	0.1522	0.394032350054421	Pancreatic cancer	1142
1610	73	17.3816783876004	73	0.1524	0.394032350054421	Signaling by FGFR2	1521
164	76	19.9451197840106	76	0.1528	0.394032350054421	Complement and coagulation cascades	313
967	90	24.8572230721088	90	0.1537	0.394032350054421	Formation of the beta-catenin:TCF transactivating complex	570
1792	159	29.0222154972997	159	0.1539	0.394032350054421	Transport to the Golgi and subsequent modification	1787
1667	24	8.82220836883731	24	0.1542	0.394032350054421	Sulfur amino acid metabolism	1613
1724	16	6.62349210089248	16	0.1542	0.394032350054421	TRAF6 mediated induction of TAK1 complex	1746
1162	19	7.4815983155254	19	0.1545	0.394032350054421	Listeria monocytogenes entry into host cells	886
604	53	14.5755235292976	53	0.1554	0.39466686269541	AUF1 (hnRNP D0) binds and destabilizes mRNA	150
681	64	16.5991867899387	64	0.1555	0.39466686269541	Asymmetric localization of PCP proteins	143
1111	27	9.39602830269784	27	0.1565	0.395508126646385	Integrin alphaIIb beta3 signaling	813
1061	10	5.00860261140826	10	0.1571	0.395508126646385	Heme biosynthesis	708
1561	19	7.76611360601602	19	0.1588	0.395508126646385	SHC-mediated cascade:FGFR4	1495
1278	328	49.1765326123833	328	0.1594	0.395508126646385	Neuronal System	1045
675	275	42.3835667190544	275	0.1608	0.395508126646385	Asparagine N-linked glycosylation	136
1243	15	6.2192598219752	15	0.161	0.395508126646385	N-Glycan antennae elongation	1013
1371	192	33.5679556380582	192	0.1615	0.395508126646385	Phospholipid metabolism	1186
699	215	41.4505895679673	215	0.1616	0.395508126646385	Biological oxidations	187
495	43	12.0533445114795	43	0.1624	0.395508126646385	Insulin Pathway	804
1211	25	8.98585263334349	25	0.1624	0.395508126646385	MicroRNA (miRNA) biogenesis	958
1855	88	19.2422818116225	88	0.1624	0.395508126646385	p75 NTR receptor-mediated signalling	1137
1398	12	6.14175510011694	12	0.1625	0.395508126646385	Presynaptic nicotinic acetylcholine receptors	1247
529	71	16.549643103712	71	0.1628	0.395508126646385	Regulation of Wnt-mediated beta catenin signaling and target gene transcription	1372
787	64	15.893426864428	64	0.1629	0.395508126646385	Constitutive Signaling by Aberrant PI3K in Cancer	318
352	53	13.521181271949	53	0.1631	0.395508126646385	Regulation of lipolysis in adipocytes	1347
105	81	18.1987532105142	81	0.1633	0.395508126646385	Aldosterone synthesis and secretion	74
1535	26	8.97571742219206	26	0.1637	0.395508126646385	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	1385
364	15	6.28059763347728	15	0.1641	0.395508126646385	Selenocompound metabolism	1479
1430	278	45.4619454353187	278	0.1642	0.395508126646385	RHO GTPase Effectors	1403
751	190	37.3492149426607	190	0.1645	0.395508126646385	Cellular Senescence	256
248	82	18.1549142958748	82	0.1651	0.395508126646385	Insulin secretion	809
1367	16	6.78936925117498	16	0.1651	0.395508126646385	Phospholipase C-mediated cascade: FGFR1	1183
1110	107	21.5276456347963	107	0.1654	0.395508126646385	Integration of energy metabolism	812
20	13	5.635704314411	13	0.1657	0.395508126646385	fatty acid beta-oxidation (peroxisome)	524
639	12	5.68919116795107	12	0.1658	0.395508126646385	Activation of the TFAP2 (AP-2) family of transcription factors	46
1288	63	17.0351067042444	63	0.1659	0.395508126646385	Nonhomologous End-Joining (NHEJ)	1071
1605	43	11.9394029078189	43	0.1668	0.395508126646385	Signaling by ERBB4	1516
736	31	9.91147604452262	31	0.1671	0.395508126646385	Cargo concentration in the ER	222
989	90	20.6506680657441	90	0.1673	0.395508126646385	G2/M DNA damage checkpoint	604
58	30	9.87841699666931	30	0.1675	0.395508126646385	superpathway of tryptophan utilization	1633
1125	258	39.6838917216865	258	0.1675	0.395508126646385	Interleukin-3, 5 and GM-CSF signaling	828
223	24	8.37814350115567	24	0.1687	0.395791169759488	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	673
1127	27	8.94075170260183	27	0.1692	0.395791169759488	Interleukin-6 family signaling	830
429	43	11.8676357178267	43	0.1696	0.395791169759488	Arf6 trafficking events	130
293	12	5.31744661657037	12	0.1697	0.395791169759488	Non-homologous end-joining	1066
1518	122	23.1467545509294	122	0.1701	0.395791169759488	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)*	1346
1719	13	5.5360275523908	13	0.1702	0.395791169759488	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	1743
871	72	17.1735756011011	72	0.1708	0.395791169759488	Disorders of transmembrane transporters	416
4	16	6.44586442538876	16	0.1712	0.395791169759488	CDP-diacylglycerol biosynthesis	239
1787	100	20.9074829385244	100	0.1715	0.395791169759488	Transport of inorganic cations/anions and amino acids/oligopeptides	1777
1646	322	46.0149520058988	322	0.1717	0.395791169759488	Signaling by VEGF*	1560
853	14	5.76884059587309	14	0.1723	0.395791169759488	Depolymerisation of the Nuclear Lamina	394
189	21	7.76013210542091	21	0.1727	0.395791169759488	Fatty acid elongation	527
436	77	17.1385854730348	77	0.1728	0.395791169759488	C-MYB transcription factor network	201
570	22	7.50444143338348	22	0.1732	0.395791169759488	VEGFR3 signaling in lymphatic endothelium	1839
1564	14	5.9132299853532	14	0.1738	0.395791169759488	SHC1 events in ERBB4 signaling	1498
211	35	10.6383140307033	35	0.1744	0.395791169759488	Glycine, serine and threonine metabolism	654
1173	29	9.12499568649011	29	0.1744	0.395791169759488	MAPK targets/ Nuclear events mediated by MAP kinases	912
1300	25	8.37407535623527	25	0.1744	0.395791169759488	Nuclear signaling by ERBB4	1093
838	59	14.7440473446821	59	0.1754	0.397202725284744	Defective CFTR causes cystic fibrosis	378
453	128	23.8733497522009	128	0.1762	0.397274034636429	Direct p53 effectors	406
1689	15	5.96979749459631	15	0.1764	0.397274034636429	Synthesis of glycosylphosphatidylinositol (GPI)	1651
1123	46	12.909869415984	46	0.1771	0.397274034636429	Interleukin-10 signaling	826
860	17	7.53988673036401	17	0.1775	0.397274034636429	Digestion of dietary lipid	403
863	803	92.1066058517478	803	0.1777	0.397274034636429	Disease	408
1208	34	10.4032024282593	34	0.1777	0.397274034636429	Metalloprotease DUBs	951
375	18	6.75601190152743	18	0.1787	0.397832242738384	Steroid biosynthesis	1608
1426	24	7.82517301229896	24	0.1791	0.397832242738384	RAF activation	1301
484	27	8.57144886534594	27	0.1795	0.397832242738384	IGF1 pathway	763
1587	64	14.7557143580146	64	0.1796	0.397832242738384	Semaphorin interactions	1485
434	63	14.6287484592013	63	0.18	0.397832242738384	BCR signaling pathway	174
29	18	6.88122753007279	18	0.1803	0.397832242738384	heparan sulfate biosynthesis (late stages)	711
1178	20	7.38099184410493	20	0.1806	0.397832242738384	MET activates PTK2 signaling	927
95	117	21.6246755235415	117	0.1812	0.398318894448318	AMPK signaling pathway	94
1310	32	9.67963098060575	32	0.182	0.399111353319156	Oncogene Induced Senescence	1106
900	13	5.43656736302881	13	0.1825	0.399111353319156	ERBB2 Activates PTK6 Signaling	500
1626	68	15.2351181510078	68	0.1827	0.399111353319156	Signaling by MET	1538
200	29	8.89775896375063	29	0.1838	0.400545281460279	Galactose metabolism	612
1739	34	9.62284852022771	34	0.1843	0.400545281460279	The phototransduction cascade*	1698
870	351	48.5190367088185	351	0.1845	0.400545281460279	Diseases of signal transduction	415
950	46	12.1471435717999	46	0.1854	0.400842785734374	Fatty Acyl-CoA Biosynthesis	531
1034	116	22.472080541273	116	0.1854	0.400842785734374	Glycosaminoglycan metabolism	668
1779	635	76.1691109155964	635	0.1859	0.401098501711797	Transmembrane transport of small molecules	1774
1180	11	4.75108046035087	11	0.187	0.401446937286628	MET activates RAS signaling	929
827	39	10.4389443073299	39	0.1874	0.401446937286628	Deactivation of the beta-catenin transactivating complex	367
698	41	11.244555137136	41	0.1879	0.401446937286628	Binding and Uptake of Ligands by Scavenger Receptors	186
424	30	8.82076361769115	30	0.1884	0.401446937286628	Alpha-synuclein signaling	82
444	22	7.45724680453368	22	0.1885	0.401446937286628	Canonical NF-kappaB pathway	215
74	52	13.2921913838933	49	0.1886	0.401446937286628	Human Cytomegalovirus (dsDNA)	750
180	64	14.1832707037883	64	0.1889	0.401446937286628	Epithelial cell signaling in Helicobacter pylori infection	490
1726	10	4.40205878615038	10	0.1893	0.401446937286628	TRIF-mediated programmed cell death	1791
1477	29	8.63907487921123	29	0.1895	0.401446937286628	Recognition of DNA damage by PCNA-containing replication complex	1311
1284	26	8.23273910667153	26	0.1899	0.401462973388781	Nicotinate metabolism	1058
303	20	6.88707747568791	20	0.1906	0.401462973388781	Other types of O-glycan biosynthesis	1120
506	25	7.77009489367753	25	0.1912	0.401462973388781	Nephrin/Neph1 signaling in the kidney podocyte	1040
1509	36	9.88548617691792	36	0.1915	0.401462973388781	Regulation of TP53 Expression and Degradation*	1371
72	161	28.2284666014329	145	0.1918	0.401462973388781	Hepatitis C Virus (ssRNA)	718
1427	22	7.33737991044857	22	0.1918	0.401462973388781	RAF-independent MAPK1/3 activation	1302
1320	123	26.1906912539713	123	0.1925	0.401537728150696	Oxidative Stress Induced Senescence	1124
264	244	37.1786914902367	244	0.1926	0.401537728150696	MAPK signaling pathway	911
884	26	8.16593604098724	26	0.1938	0.402099154071283	Downstream signaling of activated FGFR4	442
1579	20	6.92220016931483	20	0.1939	0.402099154071283	Scavenging by Class A Receptors	1474
711	11	4.59408112220686	11	0.1943	0.402099154071283	CD28 dependent Vav1 pathway	232
1643	323	44.8618874715648	323	0.1944	0.402099154071283	Signaling by SCF-KIT	1556
643	27	8.9019846054347	27	0.1956	0.402276561666996	Acyl chain remodelling of PC	48
628	31	9.70541832058479	31	0.1959	0.402276561666996	Activation of Matrix Metalloproteinases	34
341	162	26.2562029200683	162	0.1964	0.402276561666996	Purine metabolism (KEGG)	1281
1119	68	17.3954849237408	68	0.1964	0.402276561666996	Interferon alpha/beta signaling	821
1402	29	8.45144321981605	29	0.1964	0.402276561666996	Processing of Capped Intronless Pre-mRNA	1254
883	24	7.52900791863498	24	0.1972	0.403129335567999	Downstream signaling of activated FGFR3	441
1472	27	8.05843215528311	27	0.1977	0.403256517027705	RORA activates gene expression	1456
1358	83	16.8418373272283	83	0.1992	0.403256517027705	Peptide hormone metabolism	1165
237	21	7.14458567486134	21	0.1995	0.403256517027705	Histidine metabolism	730
872	13	5.05034395192813	13	0.2002	0.403256517027705	Dissolution of Fibrin Clot	417
881	31	9.00209179024714	31	0.2004	0.403256517027705	Downstream signaling of activated FGFR1	439
274	11	4.47542818748323	11	0.2005	0.403256517027705	Methionine salvage pathway	954
1679	12	4.84364080034955	12	0.2006	0.403256517027705	Synthesis of PE	1657
944	24	7.579758554299	24	0.2007	0.403256517027705	FRS-mediated FGFR2 signaling	582
688	45	10.8679554964872	45	0.201	0.403256517027705	BMAL1:CLOCK,NPAS2 activates circadian gene expression	193
463	52	12.0133016367522	52	0.2011	0.403256517027705	Endothelins	475
1169	58	12.9338596136484	58	0.2015	0.403288983039827	MAP kinase activation in TLR cascade	907
1832	17	5.78459903777184	17	0.2021	0.403385643212279	Zinc transporters	1868
133	32	8.78951925926748	32	0.2025	0.403385643212279	Base excision repair	169
690	10	4.15907063645814	10	0.2027	0.403385643212279	Base-Excision Repair, AP Site Formation	171
1205	164	26.9978560536695	164	0.2037	0.404242496483504	Metabolism of vitamins and cofactors	947
488	36	9.29688030034258	36	0.2039	0.404242496483504	IL2 signaling events mediated by PI3K	771
1136	190	31.0710991080286	190	0.2049	0.404332883032704	Ion channel transport	841
197	127	21.7043405761185	127	0.205	0.404332883032704	FoxO signaling pathway	580
1563	22	6.88423223934456	22	0.2051	0.404332883032704	SHC1 events in ERBB2 signaling	1497
1312	83	16.6285662507854	83	0.2056	0.404559556410432	Opioid Signalling	1110
210	86	17.6330659763033	86	0.2061	0.404785382411046	Glycerophospholipid metabolism	653
1333	16	5.56010031296325	16	0.2067	0.405206401772382	PI3K events in ERBB2 signaling	1198
1399	39	10.0515017806953	39	0.2073	0.405625853091404	Presynaptic phase of homologous DNA pairing and strand exchange	1248
1820	43	10.9152253662052	43	0.2079	0.406007843046271	Voltage gated Potassium channels	1854
785	71	18.4295526059011	71	0.2086	0.406007843046271	Condensation of Prophase Chromosomes	317
1067	11	4.71702326494261	11	0.2092	0.406007843046271	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	727
1690	62	13.6275229929871	62	0.2099	0.406007843046271	Synthesis of substrates in N-glycan biosythesis	1662
441	73	14.8845134408785	73	0.21	0.406007843046271	CXCR4-mediated signaling events	343
1010	25	7.46873142986641	25	0.21	0.406007843046271	Gap-filling DNA repair synthesis and ligation in GG-NER	621
560	31	8.22026917361083	31	0.2102	0.406007843046271	Syndecan-4-mediated signaling events	1641
816	47	11.0286396372184	47	0.2109	0.406612465450654	DNA Damage Bypass	418
1063	49	11.4349649560686	49	0.212	0.406712201027636	Heparan sulfate/heparin (HS-GAG) metabolism	712
1691	22	6.87048654757299	22	0.212	0.406712201027636	Synthesis of very long-chain fatty acyl-CoAs	1663
1425	56	12.4079704860788	56	0.2122	0.406712201027636	RAB geranylgeranylation	1299
535	40	9.82758078528407	40	0.2125	0.406712201027636	RhoA signaling pathway	1413
1082	52	11.3572838131029	52	0.2134	0.407692138189641	IRE1alpha activates chaperones*	847
1080	15	5.21470793724162	15	0.2147	0.409431315458847	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	845
932	11	4.43820846622623	11	0.2155	0.410212422399651	FGFR1c ligand binding and activation*	547
257	56	12.4034962705947	56	0.2163	0.410834930747432	Long-term depression	888
104	170	29.5457191507747	170	0.2169	0.410834930747432	Alcoholism	73
319	74	15.3421481316113	74	0.217	0.410834930747432	Pertussis	1170
1597	20	6.26657039701761	20	0.218	0.411985862407021	Signal transduction by L1	1505
1588	107	22.4374527569677	107	0.2194	0.413887241660993	Senescence-Associated Secretory Phenotype (SASP)	1487
88	25	7.38453621660969	23	0.2198	0.413898736162302	Simian Virus 40 (dsDNA)	1581
1606	86	16.0758249126878	86	0.2208	0.414328865421345	Signaling by FGFR	1517
467	35	8.7273167400154	35	0.2209	0.414328865421345	ErbB2/ErbB3 signaling events	502
232	139	23.3698743101903	139	0.2218	0.414328865421345	Hepatitis B	713
1546	128	20.7777105017611	128	0.2219	0.414328865421345	Rho GTPase cycle	1402
362	86	16.5740311144153	86	0.222	0.414328865421345	Salivary secretion	1470
948	151	25.5428844173222	151	0.2226	0.414712062043093	Factors involved in megakaryocyte development and platelet production	518
269	101	17.7570445887736	101	0.2234	0.415465850157676	Melanogenesis	922
1727	24	7.18226569634589	24	0.2247	0.417145201683055	TRP channels	1801
409	194	29.2362251497343	194	0.2269	0.419064993469643	Viral carcinogenesis	1843
999	50	11.0998554902263	50	0.2271	0.419064993469643	GPVI-mediated activation cascade	683
499	13	4.60734035552391	13	0.228	0.419064993469643	JNK signaling in the CD4+ TCR pathway	857
721	66	13.2432792406743	66	0.2282	0.419064993469643	COPII (Coat Protein 2) Mediated Vesicle Transport	331
684	49	11.7168537791187	54	0.2296	0.419064993469643	Autodegradation of the E3 ubiquitin ligase COP1*	155
37	11	4.2799467650368	11	0.2301	0.419064993469643	purine deoxyribonucleosides salvage	1280
39	10	3.84304278285883	10	0.2301	0.419064993469643	purine nucleotides degradation	1284
53	27	7.43581014687947	27	0.2309	0.419064993469643	superpathway of purine nucleotide salvage	1628
1586	24	6.55034996018886	24	0.2313	0.419064993469643	Sema4D induced cell migration and growth-cone collapse	1484
1401	229	31.6692286447992	229	0.2318	0.419064993469643	Processing of Capped Intron-Containing Pre-mRNA	1253
898	128	20.6271569798159	128	0.2319	0.419064993469643	ER to Golgi Anterograde Transport	495
664	93	16.7867890194974	93	0.2325	0.419064993469643	Antigen processing-Cross presentation	104
420	65	12.6033277982181	65	0.2327	0.419064993469643	p53 signaling pathway	1132
8	15	4.84803590658989	15	0.2328	0.419064993469643	D-myo-inositol-5-phosphate metabolism	361
1774	17	5.39346566950693	17	0.2332	0.419064993469643	Translesion synthesis by POLK	1769
767	67	13.0775189670218	67	0.2334	0.419064993469643	Circadian Clock	285
1181	31	8.18719646098539	31	0.2337	0.419064993469643	MET promotes cell motility	930
928	74	14.2175129667831	74	0.234	0.419064993469643	FCERI mediated NF-kB activation	539
988	161	25.0741506446215	161	0.2347	0.419064993469643	G2/M Checkpoints	603
1060	63	12.9901200673593	63	0.235	0.419064993469643	Hedgehog ligand biogenesis	704
1070	133	22.1368703592627	133	0.235	0.419064993469643	Homology Directed Repair*	740
1529	12	4.41774569718541	12	0.2351	0.419064993469643	Repression of WNT target genes	1379
216	23	6.62809664521757	23	0.2356	0.419064993469643	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	664
524	46	10.2816090973808	46	0.2356	0.419064993469643	Regulation of Androgen receptor activity	1325
390	112	18.4157969519285	112	0.2365	0.419064993469643	Thyroid hormone signaling pathway	1707
955	26	6.96011464540561	26	0.2365	0.419064993469643	Fertilization*	543
1710	11	4.0856070565001	11	0.237	0.419064993469643	TP53 Regulates Transcription of Caspase Activators and Caspases	1735
626	18	5.51412331068311	18	0.2372	0.419064993469643	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	32
1044	45	10.9463702805429	45	0.2373	0.419064993469643	HDMs demethylate histones	697
10	15	4.78590008719239	15	0.2386	0.420653775046912	TCA cycle	1677
820	161	25.0995957723709	161	0.2401	0.42205535191138	DNA Double-Strand Break Repair	422
382	105	17.6116617957694	105	0.2406	0.42205535191138	TNF signaling pathway	1716
1762	344	41.8708676054846	344	0.2406	0.42205535191138	Transcriptional Regulation by TP53	1761
422	11	3.87238253039237	11	0.2416	0.422399182576364	ALK2 signaling events	77
610	14	5.03128363283999	14	0.2416	0.422399182576364	Acetylcholine Binding And Downstream Events*	13
1216	14	4.62247806915064	14	0.2427	0.423606522023185	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	966
367	136	20.9568190832993	136	0.2435	0.423606522023185	Signaling pathways regulating pluripotency of stem cells	1576
1849	15	4.94353054501686	15	0.2435	0.423606522023185	p130Cas linkage to MAPK signaling for integrins	1127
445	29	7.27255274520345	29	0.2446	0.424787146506397	Canonical Wnt signaling pathway	216
460	17	5.16857549984839	17	0.2452	0.424787146506397	EPHA2 forward signaling	484
582	54	10.9080757050789	54	0.246	0.424787146506397	p53 pathway	1131
1507	89	15.3177955626078	89	0.246	0.424787146506397	Regulation of TP53 Activity through Phosphorylation	1369
565	24	6.93348619267179	24	0.2462	0.424787146506397	TRAIL signaling pathway	1752
98	20	5.8883426576077	20	0.247	0.42510069739422	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	55
1443	77	15.6110793462098	77	0.2477	0.42510069739422	RMTs methylate histone arginines	1421
563	50	10.5626919565747	50	0.2478	0.42510069739422	TGF-beta receptor signaling	1689
1126	104	17.3351098072593	104	0.248	0.42510069739422	Interleukin-4 and 13 signaling	829
1635	11	3.82858026630045	11	0.2491	0.425239882479045	Signaling by NOTCH3	1548
508	29	6.88937367720578	29	0.2495	0.425239882479045	Noncanonical Wnt signaling pathway	1069
1206	116	18.6647014959617	116	0.2495	0.425239882479045	Metabolism of water-soluble vitamins and cofactors	948
1850	13	4.50371214195657	13	0.2497	0.425239882479045	p38MAPK events	1130
1423	21	5.82305158924252	21	0.2511	0.426232843177148	RA biosynthesis pathway	1297
208	51	11.5924273610059	51	0.2514	0.426232843177148	Glutathione metabolism	648
